pool_id,pool_source,source_row_id,validation_status,case_pool_status,province,city,issuer_name,platform,source_doc_count,source_url,announcement_title,announcement_type,instrument_type,candidate_priority,historical_capacity_bin,debt_pressure_status,land_finance_dependence_status,llm_label_status,llm_label,llm_confidence,human_review_status,notes
harvest_0088,shclearing_harvest_broad,sch_20260630_0088,not_validated,candidate_harvest,,,新疆水利发展投资(集团)有限公司,新疆水利发展投资(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812484.html,新疆水利发展投资(集团)有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0089,shclearing_harvest_broad,sch_20260630_0089,not_validated,candidate_harvest,,,南通城市建设集团有限公司,南通城市建设集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811695.html,南通城市建设集团有限公司2026年度第四期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0090,shclearing_harvest_broad,sch_20260630_0090,not_validated,candidate_harvest,,,六安城市建设投资有限公司,六安城市建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811629.html,六安城市建设投资有限公司2026年度第三期超短期融资券发行披露文件,issuance_packet,scp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0091,shclearing_harvest_broad,sch_20260630_0091,not_validated,candidate_harvest,,,嘉兴市嘉秀发展投资控股集团有限公司,嘉兴市嘉秀发展投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811563.html,嘉兴市嘉秀发展投资控股集团有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0092,shclearing_harvest_broad,sch_20260630_0092,not_validated,candidate_harvest,,,中国交通建设股份有限公司,中国交通建设股份有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811648.html,中国交通建设股份有限公司2026年度第五期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0093,shclearing_harvest_broad,sch_20260630_0093,not_validated,candidate_harvest,,,浙江省交通投资集团有限公司,浙江省交通投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811578.html,浙江省交通投资集团有限公司2026年度第九期超短期融资券发行文件,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0094,shclearing_harvest_broad,sch_20260630_0094,not_validated,candidate_harvest,,,重庆市江津区珞璜开发建设有限公司,重庆市江津区珞璜开发建设有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811579.html,重庆市江津区珞璜开发建设有限公司2026年度第二期超短期融资券发行材料,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0095,shclearing_harvest_broad,sch_20260630_0095,not_validated,candidate_harvest,,,温州市工业与能源发展集团有限公司,温州市工业与能源发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811622.html,温州市工业与能源发展集团有限公司2026年度第二期超短期融资券发行披露文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0096,shclearing_harvest_broad,sch_20260630_0096,not_validated,candidate_harvest,,,泰州市城市建设投资集团有限公司,泰州市城市建设投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811564.html,泰州市城市建设投资集团有限公司2026年度第五期超短期融资券发行文件,issuance_packet,scp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0097,shclearing_harvest_broad,sch_20260630_0097,not_validated,candidate_harvest,,,天津津南城市建设投资有限公司,天津津南城市建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811639.html,天津津南城市建设投资有限公司2026年度第五期超短期融资券发行文件,issuance_packet,scp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0098,shclearing_harvest_broad,sch_20260630_0098,not_validated,candidate_harvest,,,江苏交通控股有限公司,江苏交通控股有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260618_1809757.html,江苏交通控股有限公司2026年度第九期超短期融资券发行材料,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0099,shclearing_harvest_broad,sch_20260630_0099,not_validated,candidate_harvest,,,东莞市交通投资控股集团有限公司,东莞市交通投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260618_1809668.html,东莞市交通投资控股集团有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0100,shclearing_harvest_broad,sch_20260630_0100,not_validated,candidate_harvest,,,泰州市城市建设投资集团有限公司,泰州市城市建设投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260618_1809932.html,泰州市城市建设投资集团有限公司2026年度第四期超短期融资券发行材料,issuance_packet,scp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0101,shclearing_harvest_broad,sch_20260630_0101,not_validated,candidate_harvest,,,山西建设投资集团有限公司,山西建设投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260618_1809987.html,山西建设投资集团有限公司2026年度第三期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0102,shclearing_harvest_broad,sch_20260630_0102,not_validated,candidate_harvest,,,淮安市投资控股集团有限公司,淮安市投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260618_1809654.html,淮安市投资控股集团有限公司2026年度第三期超短期融资券发行文件,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0103,shclearing_harvest_broad,sch_20260630_0103,not_validated,candidate_harvest,,,无锡市国联发展(集团)有限公司,无锡市国联发展(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260618_1809681.html,无锡市国联发展(集团)有限公司2026年度第九期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0104,shclearing_harvest_broad,sch_20260630_0104,not_validated,candidate_harvest,,,无锡市国联发展(集团)有限公司,无锡市国联发展(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260617_1808742.html,无锡市国联发展(集团)有限公司2026年度第八期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0105,shclearing_harvest_broad,sch_20260630_0105,not_validated,candidate_harvest,,,中交路桥建设有限公司,中交路桥建设有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260617_1808659.html,中交路桥建设有限公司2026年度第五期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0106,shclearing_harvest_broad,sch_20260630_0106,not_validated,candidate_harvest,,,泉州交通发展集团有限责任公司,泉州交通发展集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260616_1807806.html,泉州交通发展集团有限责任公司2026年度第三期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0107,shclearing_harvest_broad,sch_20260630_0107,not_validated,candidate_harvest,,,保利久联控股集团有限责任公司,保利久联控股集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260630_1817421.html,保利久联控股集团有限责任公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0108,shclearing_harvest_broad,sch_20260630_0108,not_validated,candidate_harvest,,,吉安市城市建设投资开发有限公司,吉安市城市建设投资开发有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260629_1816268.html,吉安市城市建设投资开发有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0109,shclearing_harvest_broad,sch_20260630_0109,not_validated,candidate_harvest,,,中国平煤神马控股集团有限公司,中国平煤神马控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260626_1815027.html,中国平煤神马控股集团有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0110,shclearing_harvest_broad,sch_20260630_0110,not_validated,candidate_harvest,,,湖北荆门城建集团有限公司,湖北荆门城建集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260626_1815016.html,湖北荆门城建集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0111,shclearing_harvest_broad,sch_20260630_0111,not_validated,candidate_harvest,,,景德镇市城市建设投资集团有限责任公司,景德镇市城市建设投资集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260626_1815008.html,景德镇市城市建设投资集团有限责任公司2026年度第一期短期融资券发行材料,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0112,shclearing_harvest_broad,sch_20260630_0112,not_validated,candidate_harvest,,,宿州市城市建设投资集团(控股)有限公司,宿州市城市建设投资集团(控股)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260626_1815009.html,宿州市城市建设投资集团(控股)有限公司2026年度第三期短期融资券发行披露文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0113,shclearing_harvest_broad,sch_20260630_0113,not_validated,candidate_harvest,,,常州天宁建设发展集团有限公司,常州天宁建设发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260625_1814160.html,常州天宁建设发展集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0114,shclearing_harvest_broad,sch_20260630_0114,not_validated,candidate_harvest,,,青海省国有资产投资管理有限公司,青海省国有资产投资管理有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260624_1813348.html,青海省国有资产投资管理有限公司2026年度第一期短期融资券发行披露文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0115,shclearing_harvest_broad,sch_20260630_0115,not_validated,candidate_harvest,,,临沂城市建设投资集团有限公司,临沂城市建设投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260624_1813354.html,临沂城市建设投资集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0116,shclearing_harvest_broad,sch_20260630_0116,not_validated,candidate_harvest,,,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260624_1813323.html,黄石市城市发展投资集团有限公司2026年度第八期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0117,shclearing_harvest_broad,sch_20260630_0117,not_validated,candidate_harvest,,,伊犁州国有资产投资经营有限责任公司,伊犁州国有资产投资经营有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260623_1812534.html,伊犁州国有资产投资经营有限责任公司2026年度第三期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0118,shclearing_harvest_broad,sch_20260630_0118,not_validated,candidate_harvest,,,天津津南城市建设投资有限公司,天津津南城市建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260622_1811647.html,天津津南城市建设投资有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0119,shclearing_harvest_broad,sch_20260630_0119,not_validated,candidate_harvest,,,重庆市永川区惠通建设发展有限公司,重庆市永川区惠通建设发展有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260618_1809933.html,重庆市永川区惠通建设发展有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0120,shclearing_harvest_broad,sch_20260630_0120,not_validated,candidate_harvest,,,青海省能源发展(集团)有限责任公司,青海省能源发展(集团)有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260617_1808675.html,青海省能源发展(集团)有限责任公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0121,shclearing_harvest_broad,sch_20260630_0121,not_validated,candidate_harvest,,,扬州新材料投资集团有限公司,扬州新材料投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260616_1808145.html,扬州新材料投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0122,shclearing_harvest_broad,sch_20260630_0122,not_validated,candidate_harvest,,,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260616_1807817.html,黄石市城市发展投资集团有限公司2026年度第七期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0123,shclearing_harvest_broad,sch_20260630_0123,not_validated,candidate_harvest,,,陕西建工控股集团有限公司,陕西建工控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260616_1808121.html,陕西建工控股集团有限公司2026年度第五期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0124,shclearing_harvest_broad,sch_20260630_0124,not_validated,candidate_harvest,,,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260615_1806981.html,黄石市城市发展投资集团有限公司2026年度第六期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0125,shclearing_harvest_broad,sch_20260630_0125,not_validated,candidate_harvest,,,合肥北城建设投资(集团)有限公司,合肥北城建设投资(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260612_1806000.html,合肥北城建设投资(集团)有限公司2026年度第一期短期融资券发行披露文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0126,shclearing_harvest_broad,sch_20260630_0126,not_validated,candidate_harvest,,,重庆市永川区惠通建设发展有限公司,重庆市永川区惠通建设发展有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260611_1805034.html,重庆市永川区惠通建设发展有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0127,shclearing_harvest_broad,sch_20260630_0127,not_validated,candidate_harvest,,,乌鲁木齐交通旅游投资(集团)有限公司,乌鲁木齐交通旅游投资(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260611_1805053.html,乌鲁木齐交通旅游投资(集团)有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0128,shclearing_harvest_broad,sch_20260630_0128,not_validated,candidate_harvest,,,广西交通投资集团有限公司,广西交通投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260608_1802524.html,广西交通投资集团有限公司2026年度第六期短期融资券发行披露文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0129,shclearing_harvest_broad,sch_20260630_0129,not_validated,candidate_harvest,,,北京控股集团有限公司,北京控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260605_1801263.html,北京控股集团有限公司2026年度第三期短期融资券发行材料,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0130,shclearing_harvest_broad,sch_20260630_0130,not_validated,candidate_harvest,,,德州德达投资控股集团有限公司,德州德达投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260603_1799749.html,德州德达投资控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0131,shclearing_harvest_broad,sch_20260630_0131,not_validated,candidate_harvest,,,浙江荣盛控股集团有限公司,浙江荣盛控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260603_1799690.html,浙江荣盛控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0132,shclearing_harvest_broad,sch_20260630_0132,not_validated,candidate_harvest,,,日照城投集团有限公司,日照城投集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260603_1799658.html,日照城投集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0133,shclearing_harvest_broad,sch_20260630_0133,not_validated,candidate_harvest,,,广西交通投资集团有限公司,广西交通投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260527_1795493.html,广西交通投资集团有限公司2026年度第五期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0134,shclearing_harvest_broad,sch_20260630_0134,not_validated,candidate_harvest,,,天津北辰经济技术开发区集团有限公司,天津北辰经济技术开发区集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260527_1795499.html,天津北辰经济技术开发区集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0135,shclearing_harvest_broad,sch_20260630_0135,not_validated,candidate_harvest,,,深圳市东阳光实业发展有限公司,深圳市东阳光实业发展有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260526_1794997.html,深圳市东阳光实业发展有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0136,shclearing_harvest_broad,sch_20260630_0136,not_validated,candidate_harvest,,,上饶市城市建设投资开发集团有限公司,上饶市城市建设投资开发集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260525_1794106.html,上饶市城市建设投资开发集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0137,shclearing_harvest_broad,sch_20260630_0137,not_validated,candidate_harvest,,,海安开发区建设投资有限公司,海安开发区建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260521_1792073.html,海安开发区建设投资有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0138,shclearing_harvest_broad,sch_20260630_0138,not_validated,candidate_harvest,,,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260521_1792049.html,黄石市城市发展投资集团有限公司2026年度第五期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0139,shclearing_harvest_broad,sch_20260630_0139,not_validated,candidate_harvest,,,太原市龙城发展投资集团有限公司,太原市龙城发展投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260521_1792061.html,太原市龙城发展投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0140,shclearing_harvest_broad,sch_20260630_0140,not_validated,candidate_harvest,,,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260519_1790545.html,黄石市城市发展投资集团有限公司2026年度第四期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0141,shclearing_harvest_broad,sch_20260630_0141,not_validated,candidate_harvest,,,海安开发区建设投资有限公司,海安开发区建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260518_1789822.html,海安开发区建设投资有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0142,shclearing_harvest_broad,sch_20260630_0142,not_validated,candidate_harvest,,,江苏高淳国际慢城文化旅游产业投资集团有限公司,江苏高淳国际慢城文化旅游产业投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260512_1786510.html,江苏高淳国际慢城文化旅游产业投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0143,shclearing_harvest_broad,sch_20260630_0143,not_validated,candidate_harvest,,,黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260430_1778305.html,黄石市城市发展投资集团有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0144,shclearing_harvest_broad,sch_20260630_0144,not_validated,candidate_harvest,,,南京江宁交通建设集团有限公司,南京江宁交通建设集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260430_1778124.html,南京江宁交通建设集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0145,shclearing_harvest_broad,sch_20260630_0145,not_validated,candidate_harvest,,,青岛胶州湾发展集团有限公司,青岛胶州湾发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260429_1775365.html,青岛胶州湾发展集团有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0146,shclearing_harvest_broad,sch_20260630_0146,not_validated,candidate_harvest,,,广西交通投资集团有限公司,广西交通投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260429_1775446.html,广西交通投资集团有限公司2026年度第四期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0147,shclearing_harvest_broad,sch_20260630_0147,not_validated,candidate_harvest,,,乐山国有资产投资运营(集团)有限公司,乐山国有资产投资运营(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260428_1773869.html,乐山国有资产投资运营(集团)有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0148,shclearing_harvest_broad,sch_20260630_0148,not_validated,candidate_harvest,,,抚州市市属国有资产投资控股集团有限公司,抚州市市属国有资产投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260427_1772490.html,抚州市市属国有资产投资控股集团有限公司2026年度第一期短期融资券发行材料,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0149,shclearing_harvest_broad,sch_20260630_0149,not_validated,candidate_harvest,,,扬州建工控股集团有限公司,扬州建工控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260427_1772498.html,扬州建工控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0150,shclearing_harvest_broad,sch_20260630_0150,not_validated,candidate_harvest,,,北京市政建设集团有限责任公司,北京市政建设集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260421_1768156.html,北京市政建设集团有限责任公司2026年度第二期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0151,shclearing_harvest_broad,sch_20260630_0151,not_validated,candidate_harvest,,,石家庄市交通投资开发有限公司,石家庄市交通投资开发有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260421_1768158.html,石家庄市交通投资开发有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0152,shclearing_harvest_broad,sch_20260630_0152,not_validated,candidate_harvest,,,亳州城建发展控股集团有限公司,亳州城建发展控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260417_1765573.html,亳州城建发展控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0153,shclearing_harvest_broad,sch_20260630_0153,not_validated,candidate_harvest,,,陕西建工控股集团有限公司,陕西建工控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260417_1765569.html,陕西建工控股集团有限公司2026年度第四期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0154,shclearing_harvest_broad,sch_20260630_0154,not_validated,candidate_harvest,,,临沂城市建设投资集团有限公司,临沂城市建设投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260415_1763854.html,临沂城市建设投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0155,shclearing_harvest_broad,sch_20260630_0155,not_validated,candidate_harvest,,,昆明市交通投资集团有限责任公司,昆明市交通投资集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260414_1762706.html,昆明市交通投资集团有限责任公司2026年度第二期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0156,shclearing_harvest_broad,sch_20260630_0156,not_validated,candidate_harvest,,,中国核工业华兴建设有限公司,中国核工业华兴建设有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260413_1761908.html,中国核工业华兴建设有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0157,shclearing_harvest_broad,sch_20260630_0157,not_validated,candidate_harvest,,,江西省国有资本运营控股集团有限公司,江西省国有资本运营控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260410_1760459.html,江西省国有资本运营控股集团有限公司2026年度第一期短期融资券发行文件披露,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0158,shclearing_harvest_broad,sch_20260630_0158,not_validated,candidate_harvest,,,广西交通投资集团有限公司,广西交通投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260408_1758939.html,广西交通投资集团有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0159,shclearing_harvest_broad,sch_20260630_0159,not_validated,candidate_harvest,,,新乡投资集团有限公司,新乡投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260407_1758046.html,新乡投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0160,shclearing_harvest_broad,sch_20260630_0160,not_validated,candidate_harvest,,,南京高淳国有资产经营控股集团有限公司,南京高淳国有资产经营控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260330_1754161.html,南京高淳国有资产经营控股集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,low,,not_collected,not_collected,pending,,,not_reviewed,
