analytic_id,analytic_role,issuer_name,province,city,source_row_ids,observed_or_surrogate_label,label_source,gold_standard_overlap,gold_case_id,gold_final_label,surrogate_rows,source_coverage_score,continued_function_evidence_score,confidence,include_in_adjusted_descriptive_sample,notes
surrogate_overlap_check_0049,surrogate_overlap_check,益阳市交通投资运营集团有限公司,,,sch_20260630_0020,nominal_exit,codex_surrogate,true,expand_hn_yiyang_jiaotou,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0077,surrogate_auxiliary_nonoverlap,盐城东方投资开发集团有限公司,,,exp5_20260703_0034,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0050,surrogate_overlap_check,盐城市城南新区开发建设投资有限公司,,,sch_20260630_0049,nominal_exit,codex_surrogate,true,expand_js_yancheng_chengnan,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0051,surrogate_overlap_check,知识城(广州)投资集团有限公司,,,sch_20260630_0025; sch_20260630_0053,nominal_exit,codex_surrogate,true,sch_20260630_0025,nominal_exit,2,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0052,surrogate_overlap_check,石家庄市交通投资开发有限公司,,,sch_20260630_0151,nominal_exit,codex_surrogate,true,sch_20260630_0151,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0078,surrogate_auxiliary_nonoverlap,福州市城乡建总集团有限公司,,,exp6_20260703_0039,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0053,surrogate_overlap_check,绍兴滨海新区控股集团有限公司,,,sch_20260630_0033,nominal_exit,codex_surrogate,true,sch_20260630_0033,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0054,surrogate_overlap_check,苏州吴中国太发展有限公司,,,sch_20260630_0007,nominal_exit,codex_surrogate,true,sch_20260630_0007,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0055,surrogate_overlap_check,苏州市相城城市建设投资(集团)有限公司,,,sch_20260630_0077,nominal_exit,codex_surrogate,true,expand_js_suzhou_xiangcheng,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0079,surrogate_auxiliary_nonoverlap,苏州市相城市政建设投资(集团)有限公司,,,exp6_20260703_0025,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0080,surrogate_auxiliary_nonoverlap,苏州市轨道交通集团有限公司,,,sch_20260630_0063,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0081,surrogate_auxiliary_nonoverlap,苏州苏高新集团有限公司,,,exp8_20260703_0212,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0056,surrogate_overlap_check,荆门市城市建设投资有限公司,,,sch_20260630_0164,nominal_exit,codex_surrogate,true,expand_hb_jingmen_chengtou,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0082,surrogate_auxiliary_nonoverlap,荆门高新技术产业开发有限责任公司,,,exp8_20260703_0087,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0057,surrogate_overlap_check,蚌埠市城市投资控股有限公司,,,exp_20260703_0001,nominal_exit,codex_surrogate,true,exp_20260703_0001,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0083,surrogate_auxiliary_nonoverlap,西宁城市发展有限公司,,,sch_20260630_0041,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0084,surrogate_auxiliary_nonoverlap,西部(重庆)科学城江津园区开发建设集团有限公司,,,sch_20260630_0168,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0058,surrogate_overlap_check,许昌市城投发展集团有限公司,,,exp2_20260703_0001,nominal_exit,codex_surrogate,true,exp2_20260703_0001,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0085,surrogate_auxiliary_nonoverlap,贵州高速公路集团有限公司,,,exp10_20260704_0071,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0086,surrogate_auxiliary_nonoverlap,重庆市永川区惠通建设发展有限公司,,,sch_20260630_0119; sch_20260630_0126,nominal_exit,codex_surrogate,false,,,2,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0087,surrogate_auxiliary_nonoverlap,重庆市江津区滨江新城开发建设集团有限公司,,,sch_20260630_0167,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0088,surrogate_auxiliary_nonoverlap,重庆市江津区珞璜开发建设有限公司,,,sch_20260630_0094,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0089,surrogate_auxiliary_nonoverlap,镇江文化广电产业集团有限公司,,,exp8_20260703_0034,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0090,surrogate_auxiliary_nonoverlap,镇江文化旅游产业集团有限责任公司,,,exp8_20260703_0088,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0091,surrogate_auxiliary_nonoverlap,长沙天心城市发展集团有限公司,,,sch_20260630_0024,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0092,surrogate_auxiliary_nonoverlap,陕西交通控股集团有限公司,,,sch_20260630_0034,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0093,surrogate_auxiliary_nonoverlap,陕西建工控股集团有限公司,,,sch_20260630_0072; sch_20260630_0123; sch_20260630_0153; sch_20260630_0171,nominal_exit,codex_surrogate,false,,,4,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0059,surrogate_overlap_check,青岛上合控股发展集团有限公司,,,sch_20260630_0175,nominal_exit,codex_surrogate,true,sch_20260630_0175,nominal_exit,1,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_auxiliary_nonoverlap_0094,surrogate_auxiliary_nonoverlap,青岛国信发展(集团)有限责任公司,,,exp8_20260703_0017,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0095,surrogate_auxiliary_nonoverlap,青岛胶州湾发展集团有限公司,,,sch_20260630_0145,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0096,surrogate_auxiliary_nonoverlap,鹰潭市国有控股集团有限公司,,,exp8_20260703_0021,nominal_exit,codex_surrogate,false,,,1,3,3,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_auxiliary_nonoverlap_0097,surrogate_auxiliary_nonoverlap,黄山旅游集团有限公司,,,exp8_20260703_0250,nominal_exit,codex_surrogate,false,,,1,3,2,medium,true,Non-overlap issuer-level surrogate used only for validation-adjusted descriptive counts.
surrogate_overlap_check_0060,surrogate_overlap_check,黄石市东楚投资集团有限公司,,,sch_20260630_0054,nominal_exit,codex_surrogate,true,sch_20260630_0054,nominal_exit,1,3,2,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
surrogate_overlap_check_0061,surrogate_overlap_check,黄石市城市发展投资集团有限公司,,,sch_20260630_0116; sch_20260630_0122; sch_20260630_0124; sch_20260630_0138; sch_20260630_0140; sch_20260630_0143; sch_20260630_0166,nominal_exit,codex_surrogate,true,expand_hb_huangshi_chengfa,nominal_exit,7,3,3,medium,false,Issuer-level surrogate that overlaps a gold-standard case; retained only as a validation check.
